Year,Month,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Demand_occupation,Number
2021,April,9,Sant Andreu,58,Baró de Viver,Female,Registered unemployed,81
2021,April,9,Sant Andreu,59,el Bon Pastor,Female,Registered unemployed,463
2021,April,9,Sant Andreu,60,Sant Andreu,Female,Registered unemployed,1874
2021,April,9,Sant Andreu,61,la Sagrera,Female,Registered unemployed,849
2021,April,9,Sant Andreu,62,el Congrés i els Indians,Female,Registered unemployed,413
2021,April,9,Sant Andreu,63,Navas,Female,Registered unemployed,639
2021,April,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Registered unemployed,1212
2021,April,10,Sant Martí,65,el Clot,Female,Registered unemployed,837
2021,April,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Registered unemployed,411
2021,April,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Registered unemployed,270
2021,April,10,Sant Martí,68,el Poblenou,Female,Registered unemployed,930
2021,April,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Registered unemployed,445
2021,April,10,Sant Martí,70,el Besòs i el Maresme,Female,Registered unemployed,1016
2021,April,10,Sant Martí,71,Provençals del Poblenou,Female,Registered unemployed,662
2021,April,10,Sant Martí,72,Sant Martí de Provençals,Female,Registered unemployed,903
2021,April,10,Sant Martí,73,la Verneda i la Pau,Female,Registered unemployed,1021
2021,April,99,No consta,99,No consta,Female,Registered unemployed,70
2021,April,1,Ciutat Vella,1,el Raval,Female,Unemployment demand,3041
2021,April,1,Ciutat Vella,2,el Barri Gòtic,Female,Unemployment demand,706
2021,April,1,Ciutat Vella,3,la Barceloneta,Female,Unemployment demand,785
2021,April,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Unemployment demand,1102
2021,April,2,Eixample,5,el Fort Pienc,Female,Unemployment demand,1303
2021,April,2,Eixample,6,la Sagrada Família,Female,Unemployment demand,2202
2021,April,2,Eixample,7,la Dreta de l'Eixample,Female,Unemployment demand,1458
2021,April,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Unemployment demand,1563
2021,April,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Unemployment demand,2359
2021,April,2,Eixample,10,Sant Antoni,Female,Unemployment demand,1665
2021,April,3,Sants-Montjuïc,11,el Poble Sec,Female,Unemployment demand,1941
2021,April,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Unemployment demand,79
2021,April,3,Sants-Montjuïc,13,la Marina de Port,Female,Unemployment demand,1517
2021,April,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Unemployment demand,490
2021,April,3,Sants-Montjuïc,15,Hostafrancs,Female,Unemployment demand,748
2021,April,3,Sants-Montjuïc,16,la Bordeta,Female,Unemployment demand,877
2021,April,3,Sants-Montjuïc,17,Sants - Badal,Female,Unemployment demand,967
2021,April,3,Sants-Montjuïc,18,Sants,Female,Unemployment demand,1818
2021,April,4,Les Corts,19,les Corts,Female,Unemployment demand,1882
2021,April,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Unemployment demand,956
2021,April,4,Les Corts,21,Pedralbes,Female,Unemployment demand,241
2021,April,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Unemployment demand,93
2021,April,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Unemployment demand,509
2021,April,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Unemployment demand,365
2021,April,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Unemployment demand,702
2021,April,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Unemployment demand,1311
2021,April,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Unemployment demand,1128
2021,April,6,Gràcia,28,Vallcarca i els Penitents,Female,Unemployment demand,687
2021,April,6,Gràcia,29,el Coll,Female,Unemployment demand,296
2021,April,6,Gràcia,30,la Salut,Female,Unemployment demand,565
2021,April,6,Gràcia,31,la Vila de Gràcia,Female,Unemployment demand,2173
2021,April,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Unemployment demand,1455
2021,April,7,Horta-Guinardó,33,el Baix Guinardó,Female,Unemployment demand,1122
2021,April,7,Horta-Guinardó,34,Can Baró,Female,Unemployment demand,403
2021,April,7,Horta-Guinardó,35,el Guinardó,Female,Unemployment demand,1626
2021,April,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Unemployment demand,455
2021,April,7,Horta-Guinardó,37,el Carmel,Female,Unemployment demand,1559
2021,April,7,Horta-Guinardó,38,la Teixonera,Female,Unemployment demand,481
2021,April,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Unemployment demand,292
2021,April,7,Horta-Guinardó,40,Montbau,Female,Unemployment demand,211
2021,April,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Unemployment demand,225
2021,April,7,Horta-Guinardó,42,la Clota,Female,Unemployment demand,16
2021,April,7,Horta-Guinardó,43,Horta,Female,Unemployment demand,1296
2021,April,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Unemployment demand,1221
2021,April,8,Nou Barris,45,Porta,Female,Unemployment demand,1181
2021,April,8,Nou Barris,46,el Turó de la Peira,Female,Unemployment demand,756
2021,April,8,Nou Barris,47,Can Peguera,Female,Unemployment demand,101
2021,April,8,Nou Barris,48,la Guineueta,Female,Unemployment demand,734
2021,April,8,Nou Barris,49,Canyelles,Female,Unemployment demand,358
2021,April,8,Nou Barris,50,les Roquetes,Female,Unemployment demand,777
2021,April,8,Nou Barris,51,Verdun,Female,Unemployment demand,595
2021,April,8,Nou Barris,52,la Prosperitat,Female,Unemployment demand,1327
2021,April,8,Nou Barris,53,la Trinitat Nova,Female,Unemployment demand,396
2021,April,8,Nou Barris,54,Torre Baró,Female,Unemployment demand,106
2021,April,8,Nou Barris,55,Ciutat Meridiana,Female,Unemployment demand,555
2021,April,8,Nou Barris,56,Vallbona,Female,Unemployment demand,64
2021,April,9,Sant Andreu,57,la Trinitat Vella,Female,Unemployment demand,514
2021,April,9,Sant Andreu,58,Baró de Viver,Female,Unemployment demand,117
2021,April,9,Sant Andreu,59,el Bon Pastor,Female,Unemployment demand,665
2021,April,9,Sant Andreu,60,Sant Andreu,Female,Unemployment demand,2691
2021,April,9,Sant Andreu,61,la Sagrera,Female,Unemployment demand,1338
2021,April,9,Sant Andreu,62,el Congrés i els Indians,Female,Unemployment demand,652
2021,April,9,Sant Andreu,63,Navas,Female,Unemployment demand,1002
2021,April,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Unemployment demand,1772
2021,April,10,Sant Martí,65,el Clot,Female,Unemployment demand,1222
2021,April,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Unemployment demand,592
2021,April,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Unemployment demand,381
2021,April,10,Sant Martí,68,el Poblenou,Female,Unemployment demand,1316
2021,April,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Unemployment demand,490
2021,April,10,Sant Martí,70,el Besòs i el Maresme,Female,Unemployment demand,1118
2021,April,10,Sant Martí,71,Provençals del Poblenou,Female,Unemployment demand,891
2021,April,10,Sant Martí,72,Sant Martí de Provençals,Female,Unemployment demand,1245
2021,April,10,Sant Martí,73,la Verneda i la Pau,Female,Unemployment demand,1403
2021,April,99,No consta,99,No consta,Female,Unemployment demand,153
2021,April,1,Ciutat Vella,1,el Raval,Male,Registered unemployed,3050
2021,April,1,Ciutat Vella,2,el Barri Gòtic,Male,Registered unemployed,751
2021,April,1,Ciutat Vella,3,la Barceloneta,Male,Registered unemployed,720
2021,April,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Registered unemployed,991
2021,April,2,Eixample,5,el Fort Pienc,Male,Registered unemployed,772
2021,April,2,Eixample,6,la Sagrada Família,Male,Registered unemployed,1199
2021,April,2,Eixample,7,la Dreta de l'Eixample,Male,Registered unemployed,871
2021,April,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Registered unemployed,901
2021,April,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Registered unemployed,1291
2021,April,2,Eixample,10,Sant Antoni,Male,Registered unemployed,997
2021,April,3,Sants-Montjuïc,11,el Poble Sec,Male,Registered unemployed,1595
2021,April,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Registered unemployed,81
2021,April,3,Sants-Montjuïc,13,la Marina de Port,Male,Registered unemployed,1012
2021,April,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Registered unemployed,398
2021,April,3,Sants-Montjuïc,15,Hostafrancs,Male,Registered unemployed,428
2021,April,3,Sants-Montjuïc,16,la Bordeta,Male,Registered unemployed,502
2021,April,3,Sants-Montjuïc,17,Sants - Badal,Male,Registered unemployed,490
2021,April,3,Sants-Montjuïc,18,Sants,Male,Registered unemployed,985
2021,April,4,Les Corts,19,les Corts,Male,Registered unemployed,985
2021,April,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Registered unemployed,485
2021,April,4,Les Corts,21,Pedralbes,Male,Registered unemployed,110
2021,April,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Registered unemployed,60
2021,April,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Registered unemployed,263
2021,April,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Registered unemployed,231
2021,April,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Registered unemployed,342
2021,April,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Registered unemployed,604
2021,April,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Registered unemployed,555
2021,April,6,Gràcia,28,Vallcarca i els Penitents,Male,Registered unemployed,370
2021,April,6,Gràcia,29,el Coll,Male,Registered unemployed,153
2021,April,6,Gràcia,30,la Salut,Male,Registered unemployed,321
2021,April,6,Gràcia,31,la Vila de Gràcia,Male,Registered unemployed,1200
2021,April,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Registered unemployed,778
2021,April,7,Horta-Guinardó,33,el Baix Guinardó,Male,Registered unemployed,594
2021,April,7,Horta-Guinardó,34,Can Baró,Male,Registered unemployed,231
2021,April,7,Horta-Guinardó,35,el Guinardó,Male,Registered unemployed,921
2021,April,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Registered unemployed,283
2021,April,7,Horta-Guinardó,37,el Carmel,Male,Registered unemployed,965
2021,April,7,Horta-Guinardó,38,la Teixonera,Male,Registered unemployed,318
2021,April,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Registered unemployed,197
2021,April,7,Horta-Guinardó,40,Montbau,Male,Registered unemployed,142
2021,April,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Registered unemployed,152
2021,April,7,Horta-Guinardó,42,la Clota,Male,Registered unemployed,11
2021,April,7,Horta-Guinardó,43,Horta,Male,Registered unemployed,814
2021,April,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Registered unemployed,758
2021,April,8,Nou Barris,45,Porta,Male,Registered unemployed,739
2021,April,8,Nou Barris,46,el Turó de la Peira,Male,Registered unemployed,473
2021,April,8,Nou Barris,47,Can Peguera,Male,Registered unemployed,66
2021,April,8,Nou Barris,48,la Guineueta,Male,Registered unemployed,525
2021,April,8,Nou Barris,49,Canyelles,Male,Registered unemployed,256
2021,April,8,Nou Barris,50,les Roquetes,Male,Registered unemployed,556
2021,April,8,Nou Barris,51,Verdun,Male,Registered unemployed,426
2021,April,8,Nou Barris,52,la Prosperitat,Male,Registered unemployed,830
2021,April,8,Nou Barris,53,la Trinitat Nova,Male,Registered unemployed,393
2021,April,8,Nou Barris,54,Torre Baró,Male,Registered unemployed,109
2021,April,8,Nou Barris,55,Ciutat Meridiana,Male,Registered unemployed,569
2021,April,8,Nou Barris,56,Vallbona,Male,Registered unemployed,66
2021,April,9,Sant Andreu,57,la Trinitat Vella,Male,Registered unemployed,528
2021,April,9,Sant Andreu,58,Baró de Viver,Male,Registered unemployed,63
2021,April,9,Sant Andreu,59,el Bon Pastor,Male,Registered unemployed,359
2021,April,9,Sant Andreu,60,Sant Andreu,Male,Registered unemployed,1454
2021,April,9,Sant Andreu,61,la Sagrera,Male,Registered unemployed,722
2021,April,9,Sant Andreu,62,el Congrés i els Indians,Male,Registered unemployed,351
2021,April,9,Sant Andreu,63,Navas,Male,Registered unemployed,542
2021,April,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Registered unemployed,1067
2021,April,10,Sant Martí,65,el Clot,Male,Registered unemployed,739
2021,April,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Registered unemployed,366
2021,April,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Registered unemployed,248
2021,April,10,Sant Martí,68,el Poblenou,Male,Registered unemployed,850
2021,April,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Registered unemployed,418
2021,April,10,Sant Martí,70,el Besòs i el Maresme,Male,Registered unemployed,951
2021,April,10,Sant Martí,71,Provençals del Poblenou,Male,Registered unemployed,578
2021,April,10,Sant Martí,72,Sant Martí de Provençals,Male,Registered unemployed,760
2021,April,10,Sant Martí,73,la Verneda i la Pau,Male,Registered unemployed,856
2021,April,99,No consta,99,No consta,Male,Registered unemployed,58
2021,April,1,Ciutat Vella,1,el Raval,Male,Unemployment demand,4748
2021,April,1,Ciutat Vella,2,el Barri Gòtic,Male,Unemployment demand,880
2021,April,1,Ciutat Vella,3,la Barceloneta,Male,Unemployment demand,890
2021,April,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Unemployment demand,1239
2021,April,2,Eixample,5,el Fort Pienc,Male,Unemployment demand,1298
2021,April,2,Eixample,6,la Sagrada Família,Male,Unemployment demand,2130
2021,April,2,Eixample,7,la Dreta de l'Eixample,Male,Unemployment demand,1379
2021,April,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Unemployment demand,1592
2021,April,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Unemployment demand,2368
2021,April,2,Eixample,10,Sant Antoni,Male,Unemployment demand,1753
2021,April,3,Sants-Montjuïc,11,el Poble Sec,Male,Unemployment demand,2217
2021,April,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Unemployment demand,102
2021,April,3,Sants-Montjuïc,13,la Marina de Port,Male,Unemployment demand,1666
2021,April,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Unemployment demand,559
2021,April,3,Sants-Montjuïc,15,Hostafrancs,Male,Unemployment demand,749
2021,April,3,Sants-Montjuïc,16,la Bordeta,Male,Unemployment demand,879
2021,April,3,Sants-Montjuïc,17,Sants - Badal,Male,Unemployment demand,965
2021,April,3,Sants-Montjuïc,18,Sants,Male,Unemployment demand,1814
2021,April,4,Les Corts,19,les Corts,Male,Unemployment demand,1853
2021,April,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Unemployment demand,954
2021,April,4,Les Corts,21,Pedralbes,Male,Unemployment demand,211
2021,April,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Unemployment demand,86
2021,April,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Unemployment demand,454
2021,April,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Unemployment demand,336
2021,April,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Unemployment demand,609
2021,April,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Unemployment demand,1075
2021,April,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Unemployment demand,1001
2021,April,6,Gràcia,28,Vallcarca i els Penitents,Male,Unemployment demand,645
2021,April,6,Gràcia,29,el Coll,Male,Unemployment demand,271
2021,April,6,Gràcia,30,la Salut,Male,Unemployment demand,554
2021,April,6,Gràcia,31,la Vila de Gràcia,Male,Unemployment demand,2075
2021,April,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Unemployment demand,1379
2021,April,7,Horta-Guinardó,33,el Baix Guinardó,Male,Unemployment demand,1076
2021,April,7,Horta-Guinardó,34,Can Baró,Male,Unemployment demand,397
2021,April,7,Horta-Guinardó,35,el Guinardó,Male,Unemployment demand,1626
2021,April,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Unemployment demand,484
2021,April,7,Horta-Guinardó,37,el Carmel,Male,Unemployment demand,1654
2021,April,7,Horta-Guinardó,38,la Teixonera,Male,Unemployment demand,516
2021,April,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Unemployment demand,315
2021,April,7,Horta-Guinardó,40,Montbau,Male,Unemployment demand,228
2021,April,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Unemployment demand,243
2021,April,7,Horta-Guinardó,42,la Clota,Male,Unemployment demand,17
2021,April,7,Horta-Guinardó,43,Horta,Male,Unemployment demand,1344
2021,April,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Unemployment demand,1271
2021,April,8,Nou Barris,45,Porta,Male,Unemployment demand,1281
2021,April,8,Nou Barris,46,el Turó de la Peira,Male,Unemployment demand,771
2021,April,8,Nou Barris,47,Can Peguera,Male,Unemployment demand,103
2021,April,8,Nou Barris,48,la Guineueta,Male,Unemployment demand,763
2021,April,8,Nou Barris,49,Canyelles,Male,Unemployment demand,372
2021,April,8,Nou Barris,50,les Roquetes,Male,Unemployment demand,807
2021,April,8,Nou Barris,51,Verdun,Male,Unemployment demand,619
2021,April,8,Nou Barris,52,la Prosperitat,Male,Unemployment demand,1439
2021,April,8,Nou Barris,53,la Trinitat Nova,Male,Unemployment demand,466
2021,April,8,Nou Barris,54,Torre Baró,Male,Unemployment demand,127
2021,April,8,Nou Barris,55,Ciutat Meridiana,Male,Unemployment demand,663
2021,April,8,Nou Barris,56,Vallbona,Male,Unemployment demand,77
2021,April,9,Sant Andreu,57,la Trinitat Vella,Male,Unemployment demand,614
2021,April,9,Sant Andreu,58,Baró de Viver,Male,Unemployment demand,124
2021,April,9,Sant Andreu,59,el Bon Pastor,Male,Unemployment demand,703
2021,April,9,Sant Andreu,60,Sant Andreu,Male,Unemployment demand,2846
2021,April,9,Sant Andreu,61,la Sagrera,Male,Unemployment demand,1328
2021,April,9,Sant Andreu,62,el Congrés i els Indians,Male,Unemployment demand,646
2021,April,9,Sant Andreu,63,Navas,Male,Unemployment demand,993
2021,April,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Unemployment demand,1846
2021,April,10,Sant Martí,65,el Clot,Male,Unemployment demand,1245
2021,April,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Unemployment demand,593
2021,April,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Unemployment demand,382
2021,April,10,Sant Martí,68,el Poblenou,Male,Unemployment demand,1320
2021,April,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Unemployment demand,594
2021,April,10,Sant Martí,70,el Besòs i el Maresme,Male,Unemployment demand,1360
2021,April,10,Sant Martí,71,Provençals del Poblenou,Male,Unemployment demand,950
2021,April,10,Sant Martí,72,Sant Martí de Provençals,Male,Unemployment demand,1324
2021,April,10,Sant Martí,73,la Verneda i la Pau,Male,Unemployment demand,1496
2021,April,99,No consta,99,No consta,Male,Unemployment demand,195
2021,May,1,Ciutat Vella,1,el Raval,Female,Registered unemployed,2117
2021,May,1,Ciutat Vella,2,el Barri Gòtic,Female,Registered unemployed,650
2021,May,1,Ciutat Vella,3,la Barceloneta,Female,Registered unemployed,710
2021,May,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Registered unemployed,978
2021,May,2,Eixample,5,el Fort Pienc,Female,Registered unemployed,850
2021,May,2,Eixample,6,la Sagrada Família,Female,Registered unemployed,1354
2021,May,2,Eixample,7,la Dreta de l'Eixample,Female,Registered unemployed,943
2021,May,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Registered unemployed,984
2021,May,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Registered unemployed,1448
2021,May,2,Eixample,10,Sant Antoni,Female,Registered unemployed,1069
2021,May,3,Sants-Montjuïc,11,el Poble Sec,Female,Registered unemployed,1434
2021,May,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Registered unemployed,63
2021,May,3,Sants-Montjuïc,13,la Marina de Port,Female,Registered unemployed,1229
2021,May,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Registered unemployed,365
2021,May,3,Sants-Montjuïc,15,Hostafrancs,Female,Registered unemployed,478
2021,May,3,Sants-Montjuïc,16,la Bordeta,Female,Registered unemployed,561
2021,May,3,Sants-Montjuïc,17,Sants - Badal,Female,Registered unemployed,605
2021,May,3,Sants-Montjuïc,18,Sants,Female,Registered unemployed,1145
2021,May,4,Les Corts,19,les Corts,Female,Registered unemployed,1153
2021,May,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Registered unemployed,598
2021,May,4,Les Corts,21,Pedralbes,Female,Registered unemployed,154
2021,May,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Registered unemployed,64
2021,May,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Registered unemployed,333
2021,May,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Registered unemployed,249
2021,May,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Registered unemployed,396
2021,May,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Registered unemployed,751
2021,May,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Registered unemployed,648
2021,May,6,Gràcia,28,Vallcarca i els Penitents,Female,Registered unemployed,418
2021,May,6,Gràcia,29,el Coll,Female,Registered unemployed,176
2021,May,6,Gràcia,30,la Salut,Female,Registered unemployed,346
2021,May,6,Gràcia,31,la Vila de Gràcia,Female,Registered unemployed,1362
2021,May,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Registered unemployed,860
2021,May,7,Horta-Guinardó,33,el Baix Guinardó,Female,Registered unemployed,667
2021,May,7,Horta-Guinardó,34,Can Baró,Female,Registered unemployed,247
2021,May,7,Horta-Guinardó,35,el Guinardó,Female,Registered unemployed,1089
2021,May,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Registered unemployed,333
2021,May,7,Horta-Guinardó,37,el Carmel,Female,Registered unemployed,1137
2021,May,7,Horta-Guinardó,38,la Teixonera,Female,Registered unemployed,338
2021,May,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Registered unemployed,203
2021,May,7,Horta-Guinardó,40,Montbau,Female,Registered unemployed,147
2021,May,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Registered unemployed,157
2021,May,7,Horta-Guinardó,42,la Clota,Female,Registered unemployed,11
2021,May,7,Horta-Guinardó,43,Horta,Female,Registered unemployed,969
2021,May,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Registered unemployed,907
2021,May,8,Nou Barris,45,Porta,Female,Registered unemployed,883
2021,May,8,Nou Barris,46,el Turó de la Peira,Female,Registered unemployed,568
2021,May,8,Nou Barris,47,Can Peguera,Female,Registered unemployed,79
2021,May,8,Nou Barris,48,la Guineueta,Female,Registered unemployed,632
2021,May,8,Nou Barris,49,Canyelles,Female,Registered unemployed,308
2021,May,8,Nou Barris,50,les Roquetes,Female,Registered unemployed,668
2021,May,8,Nou Barris,51,Verdun,Female,Registered unemployed,512
2021,May,8,Nou Barris,52,la Prosperitat,Female,Registered unemployed,992
2021,May,8,Nou Barris,53,la Trinitat Nova,Female,Registered unemployed,446
2021,May,8,Nou Barris,54,Torre Baró,Female,Registered unemployed,123
2021,May,8,Nou Barris,55,Ciutat Meridiana,Female,Registered unemployed,643
2021,May,8,Nou Barris,56,Vallbona,Female,Registered unemployed,75
2021,May,9,Sant Andreu,57,la Trinitat Vella,Female,Registered unemployed,596
2021,May,9,Sant Andreu,58,Baró de Viver,Female,Registered unemployed,80
2021,May,9,Sant Andreu,59,el Bon Pastor,Female,Registered unemployed,452
2021,May,9,Sant Andreu,60,Sant Andreu,Female,Registered unemployed,1830
2021,May,9,Sant Andreu,61,la Sagrera,Female,Registered unemployed,835
2021,May,9,Sant Andreu,62,el Congrés i els Indians,Female,Registered unemployed,407
2021,May,9,Sant Andreu,63,Navas,Female,Registered unemployed,629
2021,May,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Registered unemployed,1192
2021,May,10,Sant Martí,65,el Clot,Female,Registered unemployed,823
2021,May,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Registered unemployed,404
2021,May,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Registered unemployed,265
2021,May,10,Sant Martí,68,el Poblenou,Female,Registered unemployed,914
2021,May,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Registered unemployed,444
2021,May,10,Sant Martí,70,el Besòs i el Maresme,Female,Registered unemployed,1016
2021,May,10,Sant Martí,71,Provençals del Poblenou,Female,Registered unemployed,655
2021,May,10,Sant Martí,72,Sant Martí de Provençals,Female,Registered unemployed,895
2021,May,10,Sant Martí,73,la Verneda i la Pau,Female,Registered unemployed,1012
2021,May,99,No consta,99,No consta,Female,Registered unemployed,68
2021,May,1,Ciutat Vella,1,el Raval,Female,Unemployment demand,2939
2021,May,1,Ciutat Vella,2,el Barri Gòtic,Female,Unemployment demand,682
2021,May,1,Ciutat Vella,3,la Barceloneta,Female,Unemployment demand,771
2021,May,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Unemployment demand,1082
2021,May,2,Eixample,5,el Fort Pienc,Female,Unemployment demand,1285
2021,May,2,Eixample,6,la Sagrada Família,Female,Unemployment demand,2164
2021,May,2,Eixample,7,la Dreta de l'Eixample,Female,Unemployment demand,1426
2021,May,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Unemployment demand,1527
2021,May,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Unemployment demand,2307
2021,May,2,Eixample,10,Sant Antoni,Female,Unemployment demand,1625
2021,May,3,Sants-Montjuïc,11,el Poble Sec,Female,Unemployment demand,1919
2021,May,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Unemployment demand,76
2021,May,3,Sants-Montjuïc,13,la Marina de Port,Female,Unemployment demand,1491
2021,May,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Unemployment demand,485
2021,May,3,Sants-Montjuïc,15,Hostafrancs,Female,Unemployment demand,734
2021,May,3,Sants-Montjuïc,16,la Bordeta,Female,Unemployment demand,862
2021,May,3,Sants-Montjuïc,17,Sants - Badal,Female,Unemployment demand,952
2021,May,3,Sants-Montjuïc,18,Sants,Female,Unemployment demand,1787
2021,May,4,Les Corts,19,les Corts,Female,Unemployment demand,1850
2021,May,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Unemployment demand,941
2021,May,4,Les Corts,21,Pedralbes,Female,Unemployment demand,236
2021,May,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Unemployment demand,92
2021,May,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Unemployment demand,499
2021,May,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Unemployment demand,360
2021,May,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Unemployment demand,691
2021,May,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Unemployment demand,1291
2021,May,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Unemployment demand,1111
2021,May,6,Gràcia,28,Vallcarca i els Penitents,Female,Unemployment demand,674
2021,May,6,Gràcia,29,el Coll,Female,Unemployment demand,290
2021,May,6,Gràcia,30,la Salut,Female,Unemployment demand,557
