Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Total
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,70-74,235
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,70-74,402
2014,10,Sant Martí,71,Provençals del Poblenou,Female,70-74,377
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,70-74,841
2014,10,Sant Martí,73,la Verneda i la Pau,Female,70-74,937
2014,1,Ciutat Vella,1,el Raval,Female,75-79,701
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,75-79,239
2014,1,Ciutat Vella,3,la Barceloneta,Female,75-79,389
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,75-79,357
2014,2,Eixample,5,el Fort Pienc,Female,75-79,748
2014,2,Eixample,6,la Sagrada Família,Female,75-79,1272
2014,2,Eixample,7,la Dreta de l'Eixample,Female,75-79,946
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,75-79,1039
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,75-79,1393
2014,2,Eixample,10,Sant Antoni,Female,75-79,1016
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,75-79,868
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,75-79,32
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,75-79,757
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,75-79,230
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,75-79,290
2014,3,Sants-Montjuïc,16,la Bordeta,Female,75-79,494
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,75-79,534
2014,3,Sants-Montjuïc,18,Sants,Female,75-79,964
2014,4,Les Corts,19,les Corts,Female,75-79,1103
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,75-79,605
2014,4,Les Corts,21,Pedralbes,Female,75-79,283
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,75-79,61
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,75-79,559
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,75-79,359
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,75-79,604
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,75-79,1176
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,75-79,614
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,75-79,388
2014,6,Gràcia,29,el Coll,Female,75-79,175
2014,6,Gràcia,30,la Salut,Female,75-79,344
2014,6,Gràcia,31,la Vila de Gràcia,Female,75-79,1152
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,75-79,914
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,75-79,786
2014,7,Horta-Guinardó,34,Can Baró,Female,75-79,251
2014,7,Horta-Guinardó,35,el Guinardó,Female,75-79,931
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,75-79,224
2014,7,Horta-Guinardó,37,el Carmel,Female,75-79,851
2014,7,Horta-Guinardó,38,la Teixonera,Female,75-79,298
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,75-79,291
2014,7,Horta-Guinardó,40,Montbau,Female,75-79,259
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,75-79,154
2014,7,Horta-Guinardó,42,la Clota,Female,75-79,18
2014,7,Horta-Guinardó,43,Horta,Female,75-79,811
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,75-79,752
2014,8,Nou Barris,45,Porta,Female,75-79,816
2014,8,Nou Barris,46,el Turó de la Peira,Female,75-79,575
2014,8,Nou Barris,47,Can Peguera,Female,75-79,74
2014,8,Nou Barris,48,la Guineueta,Female,75-79,564
2014,8,Nou Barris,49,Canyelles,Female,75-79,183
2014,8,Nou Barris,50,les Roquetes,Female,75-79,326
2014,8,Nou Barris,51,Verdun,Female,75-79,353
2014,8,Nou Barris,52,la Prosperitat,Female,75-79,835
2014,8,Nou Barris,53,la Trinitat Nova,Female,75-79,181
2014,8,Nou Barris,54,Torre Baró,Female,75-79,34
2014,8,Nou Barris,55,Ciutat Meridiana,Female,75-79,193
2014,8,Nou Barris,56,Vallbona,Female,75-79,34
2014,9,Sant Andreu,57,la Trinitat Vella,Female,75-79,172
2014,9,Sant Andreu,58,Baró de Viver,Female,75-79,50
2014,9,Sant Andreu,59,el Bon Pastor,Female,75-79,280
2014,9,Sant Andreu,60,Sant Andreu,Female,75-79,1277
2014,9,Sant Andreu,61,la Sagrera,Female,75-79,731
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,75-79,407
2014,9,Sant Andreu,63,Navas,Female,75-79,595
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,75-79,933
2014,10,Sant Martí,65,el Clot,Female,75-79,544
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,75-79,295
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,75-79,84
2014,10,Sant Martí,68,el Poblenou,Female,75-79,637
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,75-79,197
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,75-79,673
2014,10,Sant Martí,71,Provençals del Poblenou,Female,75-79,437
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,75-79,768
2014,10,Sant Martí,73,la Verneda i la Pau,Female,75-79,903
2014,1,Ciutat Vella,1,el Raval,Female,80-84,688
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,80-84,247
2014,1,Ciutat Vella,3,la Barceloneta,Female,80-84,384
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,80-84,445
2014,2,Eixample,5,el Fort Pienc,Female,80-84,723
2014,2,Eixample,6,la Sagrada Família,Female,80-84,1353
2014,2,Eixample,7,la Dreta de l'Eixample,Female,80-84,1105
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,80-84,1068
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,80-84,1377
2014,2,Eixample,10,Sant Antoni,Female,80-84,1061
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,80-84,900
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,80-84,37
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,80-84,670
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,80-84,249
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,80-84,335
2014,3,Sants-Montjuïc,16,la Bordeta,Female,80-84,415
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,80-84,552
2014,3,Sants-Montjuïc,18,Sants,Female,80-84,1061
2014,4,Les Corts,19,les Corts,Female,80-84,1038
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,80-84,552
2014,4,Les Corts,21,Pedralbes,Female,80-84,295
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,80-84,61
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,80-84,556
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,80-84,322
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,80-84,571
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,80-84,1163
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,80-84,591
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,80-84,366
2014,6,Gràcia,29,el Coll,Female,80-84,127
2014,6,Gràcia,30,la Salut,Female,80-84,320
2014,6,Gràcia,31,la Vila de Gràcia,Female,80-84,1266
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,80-84,817
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,80-84,749
2014,7,Horta-Guinardó,34,Can Baró,Female,80-84,212
2014,7,Horta-Guinardó,35,el Guinardó,Female,80-84,901
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,80-84,196
2014,7,Horta-Guinardó,37,el Carmel,Female,80-84,643
2014,7,Horta-Guinardó,38,la Teixonera,Female,80-84,229
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,80-84,223
2014,7,Horta-Guinardó,40,Montbau,Female,80-84,243
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,80-84,117
2014,7,Horta-Guinardó,42,la Clota,Female,80-84,8
2014,7,Horta-Guinardó,43,Horta,Female,80-84,746
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,80-84,718
2014,8,Nou Barris,45,Porta,Female,80-84,724
2014,8,Nou Barris,46,el Turó de la Peira,Female,80-84,674
2014,8,Nou Barris,47,Can Peguera,Female,80-84,91
2014,8,Nou Barris,48,la Guineueta,Female,80-84,445
2014,8,Nou Barris,49,Canyelles,Female,80-84,161
2014,8,Nou Barris,50,les Roquetes,Female,80-84,305
2014,8,Nou Barris,51,Verdun,Female,80-84,305
2014,8,Nou Barris,52,la Prosperitat,Female,80-84,644
2014,8,Nou Barris,53,la Trinitat Nova,Female,80-84,263
2014,8,Nou Barris,54,Torre Baró,Female,80-84,33
2014,8,Nou Barris,55,Ciutat Meridiana,Female,80-84,152
2014,8,Nou Barris,56,Vallbona,Female,80-84,27
2014,9,Sant Andreu,57,la Trinitat Vella,Female,80-84,143
2014,9,Sant Andreu,58,Baró de Viver,Female,80-84,54
2014,9,Sant Andreu,59,el Bon Pastor,Female,80-84,252
2014,9,Sant Andreu,60,Sant Andreu,Female,80-84,1182
2014,9,Sant Andreu,61,la Sagrera,Female,80-84,568
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,80-84,548
2014,9,Sant Andreu,63,Navas,Female,80-84,561
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,80-84,901
2014,10,Sant Martí,65,el Clot,Female,80-84,508
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,80-84,324
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,80-84,68
2014,10,Sant Martí,68,el Poblenou,Female,80-84,674
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,80-84,169
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,80-84,601
2014,10,Sant Martí,71,Provençals del Poblenou,Female,80-84,420
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,80-84,806
2014,10,Sant Martí,73,la Verneda i la Pau,Female,80-84,744
2014,1,Ciutat Vella,1,el Raval,Female,85-89,527
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,85-89,206
2014,1,Ciutat Vella,3,la Barceloneta,Female,85-89,270
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,85-89,341
2014,2,Eixample,5,el Fort Pienc,Female,85-89,522
2014,2,Eixample,6,la Sagrada Família,Female,85-89,1080
2014,2,Eixample,7,la Dreta de l'Eixample,Female,85-89,917
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,85-89,846
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,85-89,1077
2014,2,Eixample,10,Sant Antoni,Female,85-89,781
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,85-89,555
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,85-89,21
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,85-89,348
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,85-89,166
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,85-89,234
2014,3,Sants-Montjuïc,16,la Bordeta,Female,85-89,276
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,85-89,384
2014,3,Sants-Montjuïc,18,Sants,Female,85-89,696
2014,4,Les Corts,19,les Corts,Female,85-89,805
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,85-89,356
2014,4,Les Corts,21,Pedralbes,Female,85-89,201
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,85-89,56
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,85-89,455
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,85-89,227
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,85-89,456
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,85-89,864
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,85-89,477
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,85-89,251
2014,6,Gràcia,29,el Coll,Female,85-89,80
2014,6,Gràcia,30,la Salut,Female,85-89,234
2014,6,Gràcia,31,la Vila de Gràcia,Female,85-89,1073
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,85-89,592
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,85-89,561
2014,7,Horta-Guinardó,34,Can Baró,Female,85-89,154
2014,7,Horta-Guinardó,35,el Guinardó,Female,85-89,614
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,85-89,135
2014,7,Horta-Guinardó,37,el Carmel,Female,85-89,370
2014,7,Horta-Guinardó,38,la Teixonera,Female,85-89,165
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,85-89,130
2014,7,Horta-Guinardó,40,Montbau,Female,85-89,175
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,85-89,82
2014,7,Horta-Guinardó,42,la Clota,Female,85-89,12
2014,7,Horta-Guinardó,43,Horta,Female,85-89,452
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,85-89,472
2014,8,Nou Barris,45,Porta,Female,85-89,390
2014,8,Nou Barris,46,el Turó de la Peira,Female,85-89,412
2014,8,Nou Barris,47,Can Peguera,Female,85-89,56
2014,8,Nou Barris,48,la Guineueta,Female,85-89,266
2014,8,Nou Barris,49,Canyelles,Female,85-89,77
2014,8,Nou Barris,50,les Roquetes,Female,85-89,138
2014,8,Nou Barris,51,Verdun,Female,85-89,178
2014,8,Nou Barris,52,la Prosperitat,Female,85-89,363
2014,8,Nou Barris,53,la Trinitat Nova,Female,85-89,178
2014,8,Nou Barris,54,Torre Baró,Female,85-89,26
2014,8,Nou Barris,55,Ciutat Meridiana,Female,85-89,79
2014,8,Nou Barris,56,Vallbona,Female,85-89,30
2014,9,Sant Andreu,57,la Trinitat Vella,Female,85-89,77
2014,9,Sant Andreu,58,Baró de Viver,Female,85-89,41
2014,9,Sant Andreu,59,el Bon Pastor,Female,85-89,132
2014,9,Sant Andreu,60,Sant Andreu,Female,85-89,767
2014,9,Sant Andreu,61,la Sagrera,Female,85-89,441
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,85-89,360
2014,9,Sant Andreu,63,Navas,Female,85-89,381
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,656
2014,10,Sant Martí,65,el Clot,Female,85-89,384
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,85-89,179
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,85-89,53
2014,10,Sant Martí,68,el Poblenou,Female,85-89,521
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,85-89,120
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,85-89,300
2014,10,Sant Martí,71,Provençals del Poblenou,Female,85-89,230
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,85-89,499
2014,10,Sant Martí,73,la Verneda i la Pau,Female,85-89,455
2014,1,Ciutat Vella,1,el Raval,Female,90-94,227
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,90-94,105
2014,1,Ciutat Vella,3,la Barceloneta,Female,90-94,128
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,90-94,145
2014,2,Eixample,5,el Fort Pienc,Female,90-94,300
2014,2,Eixample,6,la Sagrada Família,Female,90-94,488
2014,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,530
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,430
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,90-94,525
2014,2,Eixample,10,Sant Antoni,Female,90-94,389
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,294
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,6
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,90-94,129
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,90-94,81
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,90-94,100
2014,3,Sants-Montjuïc,16,la Bordeta,Female,90-94,130
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,90-94,144
2014,3,Sants-Montjuïc,18,Sants,Female,90-94,304
2014,4,Les Corts,19,les Corts,Female,90-94,346
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,90-94,165
2014,4,Les Corts,21,Pedralbes,Female,90-94,86
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,90-94,36
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,90-94,259
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,120
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,90-94,244
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,486
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,262
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,138
2014,6,Gràcia,29,el Coll,Female,90-94,34
2014,6,Gràcia,30,la Salut,Female,90-94,119
2014,6,Gràcia,31,la Vila de Gràcia,Female,90-94,476
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,322
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,276
2014,7,Horta-Guinardó,34,Can Baró,Female,90-94,58
2014,7,Horta-Guinardó,35,el Guinardó,Female,90-94,288
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,90-94,79
2014,7,Horta-Guinardó,37,el Carmel,Female,90-94,138
2014,7,Horta-Guinardó,38,la Teixonera,Female,90-94,61
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,39
2014,7,Horta-Guinardó,40,Montbau,Female,90-94,76
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,35
2014,7,Horta-Guinardó,42,la Clota,Female,90-94,2
2014,7,Horta-Guinardó,43,Horta,Female,90-94,228
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,193
2014,8,Nou Barris,45,Porta,Female,90-94,159
2014,8,Nou Barris,46,el Turó de la Peira,Female,90-94,134
2014,8,Nou Barris,47,Can Peguera,Female,90-94,11
2014,8,Nou Barris,48,la Guineueta,Female,90-94,101
2014,8,Nou Barris,49,Canyelles,Female,90-94,28
2014,8,Nou Barris,50,les Roquetes,Female,90-94,69
2014,8,Nou Barris,51,Verdun,Female,90-94,85
2014,8,Nou Barris,52,la Prosperitat,Female,90-94,149
2014,8,Nou Barris,53,la Trinitat Nova,Female,90-94,72
2014,8,Nou Barris,54,Torre Baró,Female,90-94,3
2014,8,Nou Barris,55,Ciutat Meridiana,Female,90-94,27
2014,8,Nou Barris,56,Vallbona,Female,90-94,13
2014,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,30
2014,9,Sant Andreu,58,Baró de Viver,Female,90-94,13
2014,9,Sant Andreu,59,el Bon Pastor,Female,90-94,64
2014,9,Sant Andreu,60,Sant Andreu,Female,90-94,350
2014,9,Sant Andreu,61,la Sagrera,Female,90-94,160
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,154
2014,9,Sant Andreu,63,Navas,Female,90-94,159
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,318
2014,10,Sant Martí,65,el Clot,Female,90-94,145
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,88
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,23
2014,10,Sant Martí,68,el Poblenou,Female,90-94,210
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,41
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,90-94,116
2014,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,99
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,90-94,182
2014,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,176
2014,1,Ciutat Vella,1,el Raval,Female,>=95,57
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,>=95,41
2014,1,Ciutat Vella,3,la Barceloneta,Female,>=95,31
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,>=95,50
2014,2,Eixample,5,el Fort Pienc,Female,>=95,82
2014,2,Eixample,6,la Sagrada Família,Female,>=95,134
2014,2,Eixample,7,la Dreta de l'Eixample,Female,>=95,224
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,>=95,172
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,>=95,146
2014,2,Eixample,10,Sant Antoni,Female,>=95,106
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,>=95,70
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,>=95,3
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,>=95,31
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,>=95,40
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,>=95,35
2014,3,Sants-Montjuïc,16,la Bordeta,Female,>=95,28
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,>=95,41
2014,3,Sants-Montjuïc,18,Sants,Female,>=95,80
2014,4,Les Corts,19,les Corts,Female,>=95,123
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,>=95,44
2014,4,Les Corts,21,Pedralbes,Female,>=95,29
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,>=95,12
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,>=95,95
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,>=95,44
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,>=95,86
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,>=95,154
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,>=95,87
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,>=95,53
2014,6,Gràcia,29,el Coll,Female,>=95,13
2014,6,Gràcia,30,la Salut,Female,>=95,44
2014,6,Gràcia,31,la Vila de Gràcia,Female,>=95,171
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,>=95,90
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,>=95,69
2014,7,Horta-Guinardó,34,Can Baró,Female,>=95,17
2014,7,Horta-Guinardó,35,el Guinardó,Female,>=95,85
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,>=95,26
2014,7,Horta-Guinardó,37,el Carmel,Female,>=95,39
2014,7,Horta-Guinardó,38,la Teixonera,Female,>=95,11
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,>=95,19
2014,7,Horta-Guinardó,40,Montbau,Female,>=95,24
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,>=95,8
2014,7,Horta-Guinardó,42,la Clota,Female,>=95,0
2014,7,Horta-Guinardó,43,Horta,Female,>=95,71
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,>=95,64
2014,8,Nou Barris,45,Porta,Female,>=95,40
2014,8,Nou Barris,46,el Turó de la Peira,Female,>=95,19
2014,8,Nou Barris,47,Can Peguera,Female,>=95,1
2014,8,Nou Barris,48,la Guineueta,Female,>=95,19
2014,8,Nou Barris,49,Canyelles,Female,>=95,3
2014,8,Nou Barris,50,les Roquetes,Female,>=95,10
2014,8,Nou Barris,51,Verdun,Female,>=95,19
2014,8,Nou Barris,52,la Prosperitat,Female,>=95,27
2014,8,Nou Barris,53,la Trinitat Nova,Female,>=95,15
2014,8,Nou Barris,54,Torre Baró,Female,>=95,4
2014,8,Nou Barris,55,Ciutat Meridiana,Female,>=95,5
2014,8,Nou Barris,56,Vallbona,Female,>=95,4
2014,9,Sant Andreu,57,la Trinitat Vella,Female,>=95,14
2014,9,Sant Andreu,58,Baró de Viver,Female,>=95,2
2014,9,Sant Andreu,59,el Bon Pastor,Female,>=95,6
2014,9,Sant Andreu,60,Sant Andreu,Female,>=95,103
2014,9,Sant Andreu,61,la Sagrera,Female,>=95,43
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,33
2014,9,Sant Andreu,63,Navas,Female,>=95,39
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,90
2014,10,Sant Martí,65,el Clot,Female,>=95,40
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,>=95,22
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,>=95,10
2014,10,Sant Martí,68,el Poblenou,Female,>=95,46
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,>=95,20
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,>=95,26
2014,10,Sant Martí,71,Provençals del Poblenou,Female,>=95,28
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,>=95,37
2014,10,Sant Martí,73,la Verneda i la Pau,Female,>=95,49
2013,1,Ciutat Vella,1,el Raval,Male,0-4,1220
2013,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,272
2013,1,Ciutat Vella,3,la Barceloneta,Male,0-4,260
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,465
2013,2,Eixample,5,el Fort Pienc,Male,0-4,659
2013,2,Eixample,6,la Sagrada Família,Male,0-4,1006
2013,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,932
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,795
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,1100
2013,2,Eixample,10,Sant Antoni,Male,0-4,722
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,899
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,22
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,754
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,188
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,327
2013,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,383
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,484
2013,3,Sants-Montjuïc,18,Sants,Male,0-4,872
2013,4,Les Corts,19,les Corts,Male,0-4,963
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,465
2013,4,Les Corts,21,Pedralbes,Male,0-4,241
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,129
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,708
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,445
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,612
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,1036
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,677
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,352
2013,6,Gràcia,29,el Coll,Male,0-4,185
2013,6,Gràcia,30,la Salut,Male,0-4,290
2013,6,Gràcia,31,la Vila de Gràcia,Male,0-4,1166
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,733
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,494
